id,name,scientific_name,classification,habitat,diet,conservation_status,region
1236,Rebecca Bear,Kelly Knight,Amphibian,Tundra,Carnivore,Near Threatened,Worldwide
1237,Alison Puma,Bailey Turner,Fish,Ocean,Carnivore,Critically Endangered,Worldwide
1238,Candice Crocodile,Thomas Woodward,Reptile,Mountains,Omnivore,Endangered,Antarctica
1239,Jessica Puma,Miller Price,Fish,Savannah,Carnivore,Critically Endangered,Australia
1240,Troy Puma,Hayes Moore,Fish,Grasslands,Herbivore,Critically Endangered,North America
1241,Patricia Puma,Thomas Barrera,Fish,Caves,Omnivore,Vulnerable,North America
1242,Alexander Crocodile,Jackson Schmidt,Reptile,Ocean,Herbivore,Endangered,South America
1243,Daniel Tiger,Chase Clark,Bird,Rivers,Herbivore,Near Threatened,Europe
1244,Adam Bear,Johnson Chambers,Bird,Forest,Herbivore,Vulnerable,Antarctica
1245,Christopher Shark,Garcia Cole,Reptile,Tundra,Carnivore,Least Concern,Europe
1246,Michael Bear,Lee Hall,Fish,Rivers,Herbivore,Least Concern,Europe
1247,Ricky Owl,Brooks Meyers,Bird,Tundra,Herbivore,Vulnerable,Europe
1248,James Python,Carr Gutierrez,Bird,Caves,Carnivore,Least Concern,Africa
1249,Michelle Bear,Mcguire Barnes,Amphibian,Desert,Carnivore,Critically Endangered,Europe
1250,James Bear,Ibarra Carter,Bird,Caves,Omnivore,Critically Endangered,Europe
1251,Ruth Lizard,Hodge Sims,Amphibian,Desert,Herbivore,Vulnerable,Antarctica
1252,David Bear,Hoffman Parks,Mammal,Forest,Omnivore,Endangered,Europe
1253,Nicholas Lizard,Allen Robbins,Bird,Mountains,Omnivore,Critically Endangered,Antarctica
1254,Cindy Lizard,Bates Johnson,Reptile,Rivers,Omnivore,Vulnerable,North America
1255,Brian Python,Russell Welch,Mammal,Rivers,Carnivore,Critically Endangered,North America
1256,Michael Wolf,Decker Smith,Amphibian,Savannah,Carnivore,Near Threatened,Africa
1257,Lori Shark,Robinson Saunders,Reptile,Rivers,Omnivore,Critically Endangered,South America
1258,Theresa Wolf,Lopez Berg,Reptile,Forest,Omnivore,Critically Endangered,Africa
1259,Shannon Wolf,Reynolds Brooks,Mammal,Grasslands,Omnivore,Critically Endangered,Asia
1260,Manuel Puma,Williams Anderson,Mammal,Tundra,Carnivore,Near Threatened,Europe
1261,William Crocodile,Anderson Hoffman,Fish,Rivers,Carnivore,Endangered,Africa
1262,Judith Lizard,Savage Martin,Amphibian,Grasslands,Herbivore,Least Concern,Worldwide
1263,Krystal Puma,Jones Smith,Bird,Ocean,Herbivore,Endangered,Africa
1264,Erin Wolf,Lopez Jimenez,Fish,Desert,Herbivore,Near Threatened,Worldwide
1265,Lucas Owl,Carrillo Cooper,Fish,Caves,Carnivore,Near Threatened,Asia
1266,Chris Wolf,Williams Knapp,Bird,Grasslands,Omnivore,Near Threatened,North America
1267,Allen Python,Valentine Walker,Amphibian,Mountains,Carnivore,Endangered,Europe
1268,Laura Puma,Taylor Barber,Reptile,Savannah,Omnivore,Vulnerable,Europe
1269,Paul Tiger,Johnson Graham,Fish,Savannah,Herbivore,Least Concern,Asia
1270,Shane Shark,Foster Baker,Amphibian,Grasslands,Carnivore,Endangered,Europe
1271,Joshua Wolf,Washington Taylor,Amphibian,Grasslands,Herbivore,Near Threatened,Africa
1272,Christian Owl,Rogers Ruiz,Fish,Tundra,Carnivore,Vulnerable,Worldwide
1273,William Bear,Freeman Mitchell,Amphibian,Wetlands,Omnivore,Near Threatened,Europe
1274,Rebekah Falcon,Wright Hanson,Fish,Mountains,Carnivore,Critically Endangered,North America
1275,Michelle Crocodile,Smith Young,Fish,Grasslands,Herbivore,Endangered,Antarctica
1276,Samantha Crocodile,Davis Steele,Amphibian,Rivers,Omnivore,Vulnerable,North America
1277,Victoria Falcon,Bennett Velasquez,Amphibian,Caves,Carnivore,Near Threatened,Worldwide
1278,Bryan Owl,Lamb Jenkins,Fish,Rivers,Omnivore,Near Threatened,Worldwide
1279,Gerald Eagle,Torres Scott,Bird,Rivers,Omnivore,Least Concern,North America
1280,Olivia Bear,Williams Adams,Fish,Savannah,Omnivore,Critically Endangered,Asia
1281,Michael Falcon,Mcbride Watson,Amphibian,Caves,Carnivore,Critically Endangered,Europe
1282,Christine Eagle,Russell Wilson,Reptile,Forest,Carnivore,Vulnerable,Europe
1283,David Lizard,Anderson Patterson,Fish,Mountains,Carnivore,Vulnerable,Asia
1284,Elizabeth Wolf,Maynard Davis,Bird,Caves,Carnivore,Least Concern,North America
1285,Elizabeth Eagle,Jackson Wilson,Reptile,Desert,Herbivore,Least Concern,Antarctica
1286,Daniel Puma,Clements Bender,Fish,Tundra,Herbivore,Vulnerable,North America
1287,Samantha Owl,Caldwell Russo,Fish,Wetlands,Herbivore,Least Concern,Antarctica
1288,Jennifer Falcon,Bishop Lynch,Fish,Mountains,Carnivore,Least Concern,Antarctica
1289,Brandon Owl,Hodges Howard,Reptile,Forest,Carnivore,Critically Endangered,North America
1290,William Crocodile,Bailey Young,Reptile,Rivers,Herbivore,Near Threatened,Worldwide
1291,Caroline Wolf,Smith Briggs,Mammal,Tundra,Herbivore,Critically Endangered,Australia
1292,Kathryn Falcon,Thompson Brown,Mammal,Wetlands,Carnivore,Least Concern,Worldwide
1293,Martha Crocodile,Blankenship Chen,Mammal,Tundra,Omnivore,Vulnerable,Antarctica
1294,Joshua Python,Fox Tran,Amphibian,Mountains,Carnivore,Endangered,Worldwide
1295,Richard Falcon,Moore Elliott,Amphibian,Tundra,Herbivore,Critically Endangered,North America
1296,Selena Python,Hull Yu,Bird,Caves,Herbivore,Vulnerable,Africa
1297,Hunter Owl,Moss Lam,Bird,Tundra,Carnivore,Vulnerable,South America
1298,Nicole Wolf,Lewis Church,Reptile,Grasslands,Carnivore,Least Concern,Australia
1299,Kathleen Falcon,Peterson Shaw,Bird,Grasslands,Carnivore,Vulnerable,Africa
1300,Maria Falcon,Lamb Carroll,Mammal,Desert,Omnivore,Critically Endangered,Europe
1301,Andrea Bear,Long Hensley,Amphibian,Savannah,Omnivore,Least Concern,Asia
1302,Melody Puma,Lewis Conner,Fish,Ocean,Carnivore,Least Concern,Antarctica
1303,Jenna Crocodile,Smith Alexander,Amphibian,Tundra,Carnivore,Near Threatened,Europe
1304,David Falcon,Thompson Morales,Mammal,Savannah,Omnivore,Vulnerable,Worldwide
1305,Jacob Owl,Velez Yu,Amphibian,Wetlands,Herbivore,Near Threatened,Australia
1306,Tanya Bear,Holt Villa,Amphibian,Desert,Carnivore,Near Threatened,Worldwide
1307,Nicole Owl,Cox Rodriguez,Reptile,Mountains,Carnivore,Critically Endangered,North America
1308,Elizabeth Python,Alvarez Wong,Reptile,Mountains,Herbivore,Near Threatened,Antarctica
1309,Breanna Wolf,Mcgee Hernandez,Bird,Rivers,Herbivore,Vulnerable,North America
1310,Marisa Bear,Young Shannon,Reptile,Desert,Carnivore,Critically Endangered,Worldwide
1311,Olivia Python,Snyder Lin,Fish,Rivers,Herbivore,Critically Endangered,North America
1312,Denise Puma,Sosa Mills,Mammal,Savannah,Omnivore,Vulnerable,South America
1313,Scott Shark,Delacruz Ewing,Mammal,Ocean,Carnivore,Least Concern,North America
1314,Cynthia Tiger,Sheppard Ramirez,Fish,Ocean,Carnivore,Near Threatened,Antarctica
1315,Eric Owl,Haas Sanchez,Bird,Mountains,Herbivore,Least Concern,North America
1316,Kenneth Shark,Wilson Fields,Amphibian,Desert,Herbivore,Near Threatened,South America
1317,Dean Bear,Williams Johnson,Reptile,Grasslands,Omnivore,Near Threatened,Australia
1318,Katie Puma,Rivas Juarez,Mammal,Savannah,Herbivore,Critically Endangered,Worldwide
1319,Grant Tiger,Duncan Smith,Bird,Mountains,Carnivore,Vulnerable,South America
1320,James Falcon,Brooks Hammond,Bird,Caves,Omnivore,Critically Endangered,Antarctica
1321,Jason Puma,James Adams,Amphibian,Tundra,Carnivore,Critically Endangered,South America
1322,Donna Wolf,Oconnell Lewis,Reptile,Forest,Carnivore,Least Concern,Asia
1323,Kenneth Bear,Brooks Griffin,Reptile,Savannah,Carnivore,Near Threatened,Antarctica
1324,Katherine Wolf,Rowe Jones,Reptile,Desert,Herbivore,Endangered,Africa
1325,Gregory Crocodile,Shepherd Dunlap,Bird,Forest,Herbivore,Critically Endangered,Africa
1326,Whitney Lizard,Scott Robertson,Reptile,Forest,Carnivore,Critically Endangered,Africa
1327,Denise Falcon,Gibson Dominguez,Reptile,Caves,Omnivore,Least Concern,Africa
1328,Jonathan Owl,Edwards Collins,Reptile,Rivers,Omnivore,Vulnerable,North America
1329,Brad Wolf,Payne Brown,Fish,Ocean,Herbivore,Critically Endangered,North America
1330,Arthur Lizard,Lee Anderson,Bird,Savannah,Carnivore,Critically Endangered,Africa
1331,Alexander Bear,Mccarthy Young,Bird,Rivers,Herbivore,Critically Endangered,Worldwide
1332,Gordon Tiger,Jimenez Gomez,Fish,Wetlands,Omnivore,Near Threatened,Antarctica
1333,Megan Shark,Moyer Ray,Bird,Rivers,Carnivore,Least Concern,Worldwide
1334,Amy Owl,Ponce Hicks,Fish,Caves,Omnivore,Endangered,Europe
1335,Lisa Puma,Perry Rivera,Amphibian,Forest,Herbivore,Vulnerable,Australia
1336,Charles Wolf,Ruiz Valdez,Fish,Grasslands,Herbivore,Critically Endangered,South America
1337,Anne Wolf,Figueroa Powell,Reptile,Caves,Carnivore,Vulnerable,Africa
1338,Tyler Owl,Ross Fox,Amphibian,Rivers,Herbivore,Critically Endangered,South America
1339,Vicki Puma,Murphy Franco,Mammal,Forest,Carnivore,Vulnerable,Australia
1340,Stephen Python,Lee Buck,Reptile,Caves,Omnivore,Endangered,North America
1341,Christie Tiger,Garcia Brandt,Reptile,Tundra,Carnivore,Vulnerable,Worldwide
1342,Ashley Falcon,Rich Howe,Amphibian,Mountains,Omnivore,Vulnerable,South America
1343,Andrea Tiger,James Williams,Amphibian,Ocean,Herbivore,Critically Endangered,Asia
1344,Amanda Crocodile,Cross Wolfe,Mammal,Forest,Omnivore,Endangered,South America
1345,Austin Puma,Smith Fuller,Reptile,Wetlands,Omnivore,Endangered,Asia
1346,Matthew Wolf,Frye Brown,Reptile,Forest,Carnivore,Critically Endangered,South America
1347,Steven Falcon,Smith Wilson,Mammal,Tundra,Carnivore,Near Threatened,Antarctica
1348,Lisa Wolf,Ortiz Jacobson,Reptile,Wetlands,Carnivore,Vulnerable,Europe
1349,Jason Falcon,Freeman Poole,Reptile,Rivers,Omnivore,Vulnerable,Worldwide
1350,Melissa Bear,Brooks Simpson,Bird,Ocean,Herbivore,Vulnerable,Africa
1351,Shelly Crocodile,Booker Mendoza,Amphibian,Caves,Herbivore,Critically Endangered,Antarctica
1352,Kelsey Falcon,Choi Allen,Fish,Ocean,Omnivore,Vulnerable,Asia
1353,Morgan Crocodile,Galloway Jordan,Amphibian,Rivers,Omnivore,Vulnerable,South America
1354,Debbie Shark,Hall Dominguez,Reptile,Rivers,Carnivore,Vulnerable,Worldwide
1355,Amy Shark,Fernandez Dominguez,Mammal,Wetlands,Carnivore,Endangered,Africa
1356,Kevin Bear,Doyle Carter,Mammal,Rivers,Herbivore,Critically Endangered,Australia
1357,Joseph Python,Johnson Smith,Mammal,Mountains,Herbivore,Least Concern,Worldwide
1358,Chris Lizard,Mcguire Fox,Bird,Forest,Herbivore,Least Concern,Antarctica
1359,Sarah Wolf,Harrell Mcfarland,Amphibian,Caves,Herbivore,Least Concern,South America
1360,Andrea Bear,Melendez Duncan,Reptile,Ocean,Omnivore,Vulnerable,Europe
1361,Kyle Python,Oconnor Lee,Bird,Desert,Herbivore,Least Concern,Europe
1362,Kathryn Owl,Hernandez Cummings,Bird,Grasslands,Carnivore,Critically Endangered,Europe
1363,Jeffrey Shark,Edwards Alvarez,Amphibian,Desert,Carnivore,Least Concern,Australia
1364,Aaron Lizard,Smith Bowers,Bird,Mountains,Herbivore,Critically Endangered,Europe
1365,Andrew Crocodile,Weaver Saunders,Bird,Mountains,Omnivore,Least Concern,Worldwide
1366,Justin Eagle,Mitchell Cain,Amphibian,Caves,Omnivore,Critically Endangered,South America
1367,Melissa Tiger,Weber Ramirez,Amphibian,Wetlands,Omnivore,Least Concern,Africa
1368,Helen Bear,Baker Miller,Mammal,Ocean,Carnivore,Critically Endangered,Asia
1369,Sean Owl,Andrade Alvarez,Amphibian,Wetlands,Carnivore,Critically Endangered,Africa
1370,Matthew Python,Moore Moore,Mammal,Grasslands,Carnivore,Near Threatened,Antarctica
1371,Derek Wolf,Vance Bowman,Reptile,Desert,Omnivore,Critically Endangered,Europe
1372,Kristina Owl,Hicks Carter,Mammal,Grasslands,Omnivore,Critically Endangered,Antarctica
1373,Charles Eagle,Tate Johnson,Bird,Mountains,Carnivore,Vulnerable,Africa
1374,Sally Owl,Nelson Hall,Bird,Forest,Herbivore,Vulnerable,Antarctica
1375,Michelle Python,Lewis Harris,Amphibian,Rivers,Carnivore,Vulnerable,Africa
1376,Daisy Python,Castaneda Rose,Bird,Caves,Herbivore,Near Threatened,Asia
1377,James Tiger,Nelson Hess,Reptile,Tundra,Carnivore,Vulnerable,South America
1378,David Wolf,Cook Smith,Amphibian,Ocean,Omnivore,Near Threatened,Asia
1379,William Puma,Bonilla Mcdaniel,Mammal,Wetlands,Omnivore,Endangered,Africa
1380,David Python,Harvey Alvarado,Fish,Forest,Herbivore,Vulnerable,South America
1381,Steven Bear,Foley Watson,Amphibian,Savannah,Omnivore,Critically Endangered,Africa
1382,Lindsey Falcon,Douglas Forbes,Mammal,Caves,Carnivore,Near Threatened,Worldwide
1383,Robert Shark,Bush Marquez,Fish,Rivers,Carnivore,Critically Endangered,South America
1384,John Owl,Skinner Morris,Reptile,Mountains,Herbivore,Least Concern,Antarctica
1385,Jared Shark,Lewis Richardson,Reptile,Caves,Carnivore,Near Threatened,North America
1386,Robert Eagle,Potter Martin,Bird,Rivers,Carnivore,Endangered,South America
1387,Jennifer Python,Bray Barrett,Mammal,Wetlands,Omnivore,Endangered,Africa
1388,Lisa Puma,Jefferson Watson,Amphibian,Desert,Herbivore,Endangered,Asia
1389,Adam Eagle,Martinez Walton,Bird,Wetlands,Carnivore,Endangered,Antarctica
1390,Sheri Eagle,Francis Wilkins,Amphibian,Forest,Omnivore,Endangered,North America
1391,Zachary Tiger,Jones Warner,Bird,Caves,Herbivore,Critically Endangered,Europe
1392,Gregory Crocodile,Smith Baker,Mammal,Caves,Herbivore,Least Concern,Antarctica
1393,Brandi Wolf,Zamora Nielsen,Mammal,Grasslands,Carnivore,Critically Endangered,Europe
1394,Pamela Tiger,Mitchell Smith,Amphibian,Ocean,Herbivore,Near Threatened,Africa
1395,Ariel Python,Doyle Hall,Mammal,Forest,Omnivore,Near Threatened,Antarctica
1396,Dakota Tiger,Martin Durham,Bird,Ocean,Omnivore,Least Concern,Europe
1397,Ryan Falcon,Wilson Lee,Fish,Tundra,Omnivore,Endangered,Europe
1398,Christina Tiger,Barry Washington,Fish,Caves,Carnivore,Near Threatened,South America
1399,Bryan Bear,Schultz Mitchell,Bird,Grasslands,Herbivore,Critically Endangered,Europe
1400,William Python,Jones Kirk,Amphibian,Desert,Omnivore,Near Threatened,Asia
1401,Dennis Crocodile,Montgomery Miller,Fish,Forest,Omnivore,Endangered,Europe
1402,Debbie Shark,Davis Smith,Fish,Wetlands,Carnivore,Vulnerable,Africa
1403,Laura Crocodile,Buck Ballard,Mammal,Tundra,Herbivore,Near Threatened,Antarctica
1404,Daniel Lizard,Lee Carpenter,Reptile,Desert,Carnivore,Least Concern,North America
1405,Alexander Crocodile,Sanchez Leonard,Reptile,Mountains,Carnivore,Least Concern,North America
1406,Janice Lizard,Terrell Santiago,Mammal,Rivers,Herbivore,Near Threatened,Europe
1407,Amanda Wolf,Chavez Morales,Fish,Tundra,Herbivore,Least Concern,Antarctica
1408,Ryan Bear,Cain Hull,Mammal,Caves,Herbivore,Least Concern,Australia
1409,Julia Falcon,Howard Miller,Mammal,Grasslands,Omnivore,Vulnerable,Asia
1410,Regina Owl,Phillips Walters,Bird,Rivers,Herbivore,Near Threatened,Worldwide
1411,Roy Wolf,Gordon Lewis,Reptile,Desert,Herbivore,Near Threatened,Worldwide
1412,Samantha Owl,Daniels Haynes,Fish,Rivers,Omnivore,Critically Endangered,Antarctica
1413,Teresa Puma,Bell Johnson,Fish,Tundra,Carnivore,Critically Endangered,Australia
1414,Stephanie Puma,Hill Brown,Reptile,Tundra,Omnivore,Vulnerable,Europe
1415,Paul Bear,Scott Hunt,Bird,Mountains,Omnivore,Near Threatened,Europe
1416,Douglas Bear,Gomez Olson,Amphibian,Wetlands,Carnivore,Vulnerable,Europe
1417,Mary Shark,Munoz Myers,Fish,Desert,Omnivore,Near Threatened,Asia
1418,Christopher Puma,Rodriguez Martinez,Fish,Savannah,Omnivore,Least Concern,Worldwide
1419,Carrie Owl,Huang Aguilar,Bird,Mountains,Omnivore,Critically Endangered,Australia
1420,Peggy Eagle,Rogers Elliott,Reptile,Ocean,Carnivore,Least Concern,Europe
1421,Denise Crocodile,Miller Keller,Amphibian,Rivers,Carnivore,Critically Endangered,Africa
1422,Theresa Shark,Smith Phillips,Mammal,Ocean,Carnivore,Endangered,Worldwide
1423,Keith Owl,Gallagher Sparks,Mammal,Grasslands,Herbivore,Vulnerable,Australia
1424,David Crocodile,Alvarez Benson,Reptile,Tundra,Herbivore,Least Concern,Europe
1425,Michael Eagle,Stevens Meyer,Amphibian,Rivers,Carnivore,Near Threatened,Europe
1426,Stefanie Falcon,Davis Lopez,Mammal,Forest,Carnivore,Near Threatened,Asia
1427,Douglas Falcon,Andrade Richards,Mammal,Savannah,Carnivore,Least Concern,Worldwide
1428,Ian Lizard,Wilson Howard,Fish,Mountains,Herbivore,Critically Endangered,Antarctica
1429,Gregory Crocodile,Kelly Braun,Mammal,Wetlands,Herbivore,Near Threatened,Australia
1430,Matthew Crocodile,Singleton Allen,Fish,Mountains,Omnivore,Least Concern,North America
1431,Shaun Lizard,Woodard King,Fish,Rivers,Omnivore,Near Threatened,Antarctica
1432,Linda Crocodile,Rodriguez Allen,Reptile,Caves,Herbivore,Critically Endangered,Europe
1433,Kristina Wolf,Michael Moss,Mammal,Savannah,Carnivore,Vulnerable,Africa
1434,Cindy Bear,Oneal Harvey,Fish,Caves,Carnivore,Critically Endangered,Asia
1435,Sharon Python,White Brown,Reptile,Grasslands,Omnivore,Near Threatened,South America
1436,Cynthia Eagle,Newman Cox,Reptile,Wetlands,Herbivore,Least Concern,Australia
1437,Jeffrey Shark,Cannon Scott,Mammal,Ocean,Carnivore,Endangered,Asia
1438,Michael Wolf,Cruz Miller,Amphibian,Caves,Herbivore,Near Threatened,Asia
1439,Karen Bear,Clarke Johnson,Mammal,Desert,Carnivore,Least Concern,Europe
1440,Stephanie Tiger,Chavez Young,Bird,Wetlands,Carnivore,Least Concern,Africa
1441,Kristin Wolf,Carter Greene,Fish,Desert,Omnivore,Least Concern,Worldwide
1442,Steven Eagle,Lowe Pearson,Fish,Ocean,Omnivore,Least Concern,South America
1443,Randy Eagle,Howard Villarreal,Amphibian,Caves,Herbivore,Endangered,South America
1444,Marcus Lizard,Gutierrez Morris,Amphibian,Desert,Carnivore,Endangered,Worldwide
1445,Jason Owl,Campbell Fuentes,Mammal,Savannah,Omnivore,Near Threatened,Australia
1446,Mary Puma,Robinson Castro,Mammal,Mountains,Carnivore,Near Threatened,Antarctica
1447,Jorge Shark,Barnett Sanders,Fish,Desert,Herbivore,Vulnerable,Worldwide
1448,Shawn Puma,Johnson Woods,Mammal,Caves,Omnivore,Endangered,Asia
1449,Rachel Wolf,Cabrera Smith,Fish,Forest,Herbivore,Endangered,Africa
1450,Anthony Python,Spence Miller,Fish,Grasslands,Omnivore,Least Concern,North America
1451,Sandy Shark,Hester Jenkins,Fish,Ocean,Omnivore,Critically Endangered,Europe
1452,Gloria Wolf,Smith Baker,Mammal,Wetlands,Herbivore,Least Concern,North America
1453,Jermaine Bear,Allen Garcia,Bird,Mountains,Herbivore,Endangered,Worldwide
1454,Robert Bear,Campbell Kim,Amphibian,Desert,Herbivore,Vulnerable,Asia
1455,Victoria Falcon,Williams Poole,Reptile,Wetlands,Carnivore,Least Concern,Asia
1456,Patricia Crocodile,Pope Campbell,Reptile,Rivers,Carnivore,Critically Endangered,Australia
1457,Connor Eagle,Lewis Washington,Fish,Desert,Omnivore,Critically Endangered,Africa
1458,John Bear,Harper Taylor,Amphibian,Ocean,Herbivore,Critically Endangered,Australia
1459,Leslie Lizard,Wells Mills,Reptile,Savannah,Carnivore,Critically Endangered,Africa
1460,Shawn Falcon,Meza Rhodes,Fish,Rivers,Carnivore,Least Concern,Asia
1461,Kevin Owl,Morris Carter,Fish,Rivers,Carnivore,Near Threatened,Asia
1462,Angela Falcon,Melendez Miller,Amphibian,Wetlands,Herbivore,Near Threatened,Antarctica
1463,Amanda Bear,Copeland Wilson,Reptile,Mountains,Carnivore,Least Concern,North America
1464,Taylor Python,Levy Thompson,Amphibian,Ocean,Omnivore,Vulnerable,Antarctica
1465,Derek Bear,Hill Hawkins,Reptile,Mountains,Omnivore,Critically Endangered,North America
1466,Jessica Tiger,Mack Brown,Mammal,Savannah,Omnivore,Vulnerable,Antarctica
1467,Melissa Falcon,Mcdowell Ferrell,Bird,Forest,Carnivore,Least Concern,Worldwide
1468,Daniel Bear,Moore Rivas,Mammal,Tundra,Omnivore,Vulnerable,Antarctica
1469,Mary Eagle,Wilson Warren,Amphibian,Tundra,Omnivore,Vulnerable,Asia
1470,Justin Eagle,Zavala Larson,Bird,Savannah,Omnivore,Least Concern,Australia
1471,John Eagle,Smith Torres,Bird,Grasslands,Carnivore,Near Threatened,Asia
1472,Raymond Tiger,Little Owen,Mammal,Tundra,Omnivore,Near Threatened,Africa
1473,Meagan Tiger,Peterson Garcia,Bird,Desert,Herbivore,Critically Endangered,Europe
1474,Deborah Bear,Horn Berger,Mammal,Grasslands,Carnivore,Endangered,Europe
1475,Jack Tiger,Woods Nelson,Fish,Forest,Carnivore,Endangered,Australia
1476,Jeffrey Wolf,Mendoza Cochran,Reptile,Ocean,Herbivore,Least Concern,Australia
1477,James Falcon,Perez Carson,Fish,Savannah,Omnivore,Vulnerable,Asia
1478,Jeremy Eagle,Torres Wheeler,Mammal,Ocean,Carnivore,Vulnerable,Australia
1479,Leslie Bear,Archer Morales,Bird,Tundra,Omnivore,Near Threatened,Worldwide
1480,Amber Lizard,Cook Moreno,Reptile,Rivers,Omnivore,Least Concern,North America
1481,Robert Eagle,Johnson Walter,Bird,Desert,Herbivore,Critically Endangered,Asia
1482,Wendy Lizard,Terrell Young,Bird,Desert,Omnivore,Near Threatened,South America
1483,Roy Eagle,Velez Cook,Fish,Forest,Carnivore,Near Threatened,Worldwide
1484,Stephanie Bear,Mercado Bennett,Mammal,Ocean,Carnivore,Vulnerable,North America
1485,Martha Falcon,Reed Park,Fish,Forest,Omnivore,Vulnerable,Europe
1486,Christina Crocodile,Carson Clark,Mammal,Grasslands,Herbivore,Least Concern,Asia
1487,James Lizard,Owens Mendez,Reptile,Savannah,Herbivore,Critically Endangered,Europe
1488,Timothy Bear,Cunningham Perkins,Amphibian,Wetlands,Herbivore,Least Concern,Worldwide
1489,Alan Bear,Greer Smith,Bird,Caves,Herbivore,Critically Endangered,Antarctica
1490,Yesenia Eagle,Jefferson Rodriguez,Fish,Grasslands,Carnivore,Least Concern,Europe
1491,Stephen Tiger,Williams Lewis,Amphibian,Savannah,Omnivore,Critically Endangered,North America
1492,Sandra Python,Bradley Russell,Mammal,Grasslands,Carnivore,Vulnerable,Europe
1493,Matthew Eagle,Davis Castro,Mammal,Grasslands,Omnivore,Endangered,Australia
1494,Gregory Lizard,Beck Villanueva,Fish,Savannah,Carnivore,Endangered,Europe
1495,John Wolf,Pratt Gamble,Amphibian,Rivers,Carnivore,Vulnerable,Asia
1496,Jessica Python,Meadows Donaldson,Fish,Grasslands,Herbivore,Near Threatened,North America
1497,Angela Python,Andrews Munoz,Amphibian,Ocean,Carnivore,Vulnerable,Worldwide
1498,Steven Eagle,Nelson Gay,Reptile,Savannah,Herbivore,Critically Endangered,Worldwide
1499,Sarah Shark,Davis Lopez,Reptile,Grasslands,Herbivore,Endangered,Antarctica
1500,Christina Python,Jackson Lopez,Reptile,Rivers,Herbivore,Least Concern,North America
